qid,query,query_length,query_type,preference,b_preference_ratio,prf_strength,representativeness,is_extreme,selection_score,top5_summary,top5_docnos
130510,definition declaratory judgment,3,definition,PRF-Benefit,0.7142857142857143,Strong-Benefit,0.032981782837968876,False,0.2189069988494733,"[1] Score: 27.604
    A declaratory judgment is one which simply declares the rights of the parties, or expresser, the opinion of the court on a. question of law, without ordering anything to be done....

[2] Score: 26.650
    Declaratory judgments are judgment of a court in a civil case that declares the rights, duties, or obligations of each party in a dispute. However, a declaratory judgment does not order any action or ...

[3] Score: 26.635
    Wiktionary (0.00 / 0 votes) Rate this definition: declaratory judgment (Noun). A ruling of a court in a civil case which declares the rights, duties, or obligations of each party in a dispute, but doe...

[4] Score: 26.484
    A declaratory judgment, also called a declaration, is the legal determination of a court that resolves legal uncertainty for the litigants....

[5] Score: 25.234
    The declaratory judgment is generally considered a statutory remedy and not an equitable remedy in the United States, and is thus not subject to equitable requirements, though there are analogies that...","8612910,799647,8612903,8612909,8612904"
1103812,who formed the commonwealth of independent states,7,factoid,PRF-Hurt,0.3333333333333333,Moderate-Hurt,0.04914480430564483,False,0.2063245883889246,"[1] Score: 25.379
    …Belarus, and Russia formed the Commonwealth of Independent States, which was then joined by eight other former republics of the defunct Soviet Union....

[2] Score: 25.330
    commonwealth of independent states The Commonwealth of Independent States (CIS) was established on December 8, 1991, in the Belovezh Accords, which also brought an end to the Soviet Union....

[3] Score: 24.761
    Commonwealth of Independent States an alliance made up of states that had been Soviet Socialist Republics in the Soviet Union prior to its dissolution in Dec 1991. A) Events of the Cold War. B) Action...

[4] Score: 24.333
    The Commonwealth of Independent States (CIS) is the international organization, or alliance of countries that used to form the Soviet Union. On December 8 1991, leaders of Russia, Belarus, and Ukraine...

[5] Score: 23.994
    Signing of the agreement to establish the Commonwealth of Independent States (CIS), 8 December 1991. In March 1991, Mikhail Gorbachev, the president of the Soviet Union, proposed a federation by holdi...","8220086,8220089,3940091,8220085,8220087"
47923,axon terminals or synaptic knob definition,6,definition,Neutral,0.4375,Neutral,0.032981782837968876,False,0.19819271313518758,"[1] Score: 25.369
    Axon terminals (also called synaptic boutons) are distal terminations of the branches of an axon. An axon nerve fiber is a long, slender projection of a nerve cell, or neuron, that conducts electrical...

[2] Score: 24.565
    axon terminal = synaptic end bulb - The swollen or knob-like distal endings to the terminal branches of axons (and axon collaterals) which house the secretory components of the neuron; the site of syn...

[3] Score: 24.142
    Axon terminals refer to the axon endings that are somewhat enlarged and often club-or button-shaped. Axon terminals are that part of a nerve cell that make synaptic connections with another nerve cell...

[4] Score: 24.138
    Axons usually have thousands of terminal branches that each end as a bulbous enlargement called a synaptic knob or synaptic terminal. Synaptic knobs contain several membrane-bounded synaptic vesicles ...

[5] Score: 24.117
    Axon terminals are that part of a nerve cell that make synaptic connections with another nerve cell or with an effector cell (e.g. muscle cell or gland cell). Axon terminals contain various neurotrans...","618556,4297620,6241150,8641107,6241152"
1133167,how is the weather in jamaica,6,factoid,Neutral,0.4757281553398058,Neutral,0.06473999558943205,False,0.19560473609985055,"[1] Score: 28.038
    Weather. Jamaica averages about 80 degrees year-round, so climate is less a factor in booking travel than other destinations. The days are warm and the nights are cool. Rain usually falls for short pe...

[2] Score: 27.956
    The climate in Jamaica is tropical and humid with warm to hot temperatures all year round. The average temperature in Jamaica is between 80 and 90 degrees Fahrenheit. Jamaican nights are considerably ...

[3] Score: 27.893
    Temperature, rainfall, prevailing weather conditions, when to go, what to pack. In Jamaica the climate is tropical, hot all year round, with little difference between winter and summer (just a few deg...

[4] Score: 27.887
    See also the US version (°F - inches - feet) In Jamaica the climate is tropical, hot all year round, with little difference between winter and summer (just a few degrees). Even in winter, the maximum ...

[5] Score: 27.850
    Climate for Jamaica. At just 10 metres above sea level, the land temperature in Jamaica is warm throughout the entire year. You can expect temperatures to be lowest in January through February, with a...","4922619,434125,434121,3023120,7217705"
207786,how are some sharks warm blooded,6,factoid,Neutral,0.5,Neutral,0.03491511808045751,False,0.17396604723218304,"[1] Score: 26.199
    Most sharks are cold-blooded. Some, like the Mako and the Great white shark, are partially warmblooded (they are endotherms). These sharks can raise their temperature about the temperature of the wate...

[2] Score: 25.653
    Most sharks are cold-blooded. Some, like the Mako and the Great white shark, are partially warmblooded (they are endotherms). Cold blooded although if you've ever seen a Great White Shark hunt sea lio...

[3] Score: 25.206
    Sharks' blood gives them turbo speed. Several species of shark and tuna have something special going on inside their bodies. For a long time, scientists have known that some fish species appear warm-b...

[4] Score: 24.640
    Are White Sharks warm-blooded or cold-blooded? White sharks are part of the fish family, so they must be 'cold-blooded', right? Actually, white sharks are much more complex than you may think. An anim...

[5] Score: 24.610
    Are sharks cold-blooded or warm-blooded? Sharks have a reputation as “cold-blooded killers” and despite how negative that term is, it’s not entirely inaccurate. Sharks are by no means evil, vicious ki...","8273762,8273763,8273754,8273759,8273755"
264014,how long is life cycle of flea,7,factoid,Neutral,0.4716981132075472,Neutral,0.06048340905857489,False,0.15551411834041107,"[1] Score: 27.766
    The total flea life cycle can range from a couple weeks to several months, depending on environmental conditions. ADULT: The adult flea is very flat side to side. There are hair-like bristles on the f...

[2] Score: 27.600
    The life cycle of a flea can last anywhere from 20 days to an entire year. It depends on how long the flea remains in the dormant stage (eggs, larvae, pupa). Outside influences, such as weather, affec...

[3] Score: 27.332
    Fleas have four main stages in their life cycle: egg, larva, pupa, and adult. The total flea life cycle can range from a couple weeks to several months, depending on environmental conditions. The adul...

[4] Score: 27.325
    How long is the life span of a flea? 30-90 Days (Average). A flea might live a year and a half under ideal conditions. These include the right temperature, food supply, and humidity. Generally speakin...

[5] Score: 27.289
    Once the flea reaches adulthood, its primary goal is to find blood and then to reproduce. Its total life span can be as long one and one-half years in ideal conditions. Female fleas can lay 5000 or mo...","3338827,4834547,5328095,1804644,6105569"
1129237,hydrogen is a liquid below what temperature,7,factoid,Neutral,0.525,Neutral,0.0621085137049529,False,0.15484340548198117,"[1] Score: 28.207
    Hydrogen is a liquid below what temperature? was asked by Shelly Notetaker on May 31 2017. 426 students have viewed the answer on StudySoup. View the answer on StudySoup. Sign Up Login...

[2] Score: 27.478
    Answer to: Hydrogen is a liquid below what temperature? By signing up, you'll get thousands of step-by-step solutions to your homework questions.... for Teachers for Schools for Companies...

[3] Score: 27.103
    User: Hydrogen is a liquid below what temperature? a. 100 degrees C c. -183 degrees C b. -253 degrees C d. 0 degrees C Weegy: Hydrogen is a liquid below 253 degrees C. User: What is the boiling point ...

[4] Score: 26.252
    At STP (standard temperature and pressure) hydrogen is a gas. It cools to a liquid at -423 °F, which is only about 37 degrees above absolute zero. Eleven degrees cooler, at … -434 °F, it starts to sol...

[5] Score: 26.138
    Hydrogen can exist as a liquid under high pressure and an extremely low temperature of 20.28 kelvin (−252.87°C, −423.17 °F). Hydrogen is often stored in this way as liquid hydrogen takes up less space...","8588226,8588222,8588219,4254811,6080460"
359349,how to find the midsegment of a trapezoid,8,factoid,PRF-Hurt,0.3818181818181818,Moderate-Hurt,0.06254390092986344,False,0.15229028764467267,"[1] Score: 26.017
    The midsegment of a trapezoid is the segment that joins the midpoints of the nonparallel sides of a trapezoid. In the trapezoid below, the midpoints of the non-parallel sides are points S and V. The m...

[2] Score: 25.614
    A trapezoid midsegment connects the midpoints of the two congruent sides of the trapezoid, and is parallel to the pair of parallel sides. The length of the midsegment is the sum of the two bases divid...

[3] Score: 25.512
    The midsegment of a trapezoid is referred to as the median or the midline. The length of the midsegment is calculated by finding the average length of each of the parallel sides. The formula for this ...

[4] Score: 25.287
    The midpoint of the red segment pictured on the left is the point (A, 2b). The most important thing to remember is that a midpoint bisects a line (cuts a line into two equal halves). The midsegment of...

[5] Score: 25.195
    In the trapezoid below, the midpoints of the non-parallel sides are points S and V. The midsegment is the red line segment from S to V. The midsegment below can be found by. 1  calculating the lengths...","2826510,68648,68649,576628,5615181"
490595,rsa definition key,3,definition,Neutral,0.5287356321839081,Neutral,0.04161475276411152,False,0.14814015397920782,"[1] Score: 24.663
    RSA (Rivest–Shamir–Adleman) is one of the first public-key cryptosystems and is widely used for secure data transmission. In such a cryptosystem, the encryption key is public and it is different from ...

[2] Score: 24.452
    RSA (algorithm) RSA is an algorithm used by modern computers to encrypt and decrypt messages. It is an asymmetric cryptographic algorithm. Asymmetric means that there are two different keys. This is a...

[3] Score: 24.378
    RSA is one of the first public-key cryptosystems and is widely used for secure data transmission. In such a cryptosystem, the encryption key is public and it is different from the decryption key which...

[4] Score: 24.332
    What is an RSA key used for? RSA key is a private key based on RSA algorithm. Private Key is used for authentication and a symmetric key exchange during establishment of an SSL/TLS session. It is a pa...

[5] Score: 24.302
    RSA is one of the first practical public-key cryptosystems and is widely used for secure data transmission. In such a cryptosystem, the encryption key is public and differs from the decryption key whi...","805051,4842889,549465,4842897,5247999"
183378,exons definition biology,3,definition,Neutral,0.4946236559139785,Neutral,0.04161475276411152,False,0.1387964387400532,"[1] Score: 27.100
    An exon is any part of a gene that will encode a part of the final mature RNA produced by that gene after introns have been removed by RNA splicing. The term exon refers to both the DNA sequence withi...

[2] Score: 26.931
    Definition of exon. : a polynucleotide sequence in a nucleic acid that codes information for protein synthesis and that is copied and spliced together with other such sequences to form messenger RNA —...

[3] Score: 26.560
    Exon. any nucleotide sequence encoded by a gene that remains present within the final mature RNA product of that gene after introns have been removed by RNA splicing. The term exon refers to both the ...

[4] Score: 25.992
    Exons. Exons are the nucleotide sequences of genes that are expressed, and those are found at either sides of an intron. In simple terms, it could be stated that exons really hit the ground in the exp...

[5] Score: 25.524
    Exons are expressing sequences within a pre-mRNA molecule that are spliced together once introns are removed to form mature mRNA molecules that are translated into proteins. Alternative splicing allow...","7449748,7449744,1289489,4493915,3185611"
1121402,what can contour plowing reduce,5,factoid,Insufficient-Data,,Unknown,0.04173164642582293,False,,"[1] Score: 25.374
    In contour plowing, the land is plowed across the slopes and along the contour lines. This will also reduce soil erosion and make rainwater infiltrate into the soil more than on land plowed along the ...

[2] Score: 24.955
    Contour plowing Contour ploughing or contour farming is the farming practice of ploughing and/or planting across a slope following its elevation contour lines. These contour lines create a water break...

[3] Score: 24.904
    2016-09-28T08:13:26-04:00. Farmers can reduce soil erosion by contour plowing. The correct option among all the options that are given in the question is the second option or option B. The other choic...

[4] Score: 24.675
    Contour plowing. Contour plowing or contour farming or Contour bunding is the farming practice of plowing and/or planting across a slope following its elevation contour lines. These contour lines crea...

[5] Score: 24.363
    Both contour plowing and terrace farming are suitable for cultivating lands on sloping hills. Both are used to reduce soil erosion from tilled fields on slopes. In terrace farming, physical barriers (...","8052624,182369,8052620,5189913,8052617"
