qid,query,query_length,query_type,preference,b_preference_ratio,prf_strength,representativeness,is_extreme,selection_score,top5_summary,top5_docnos
1113437,what is physical description of spruce,6,factoid,Neutral,0.5643564356435643,Neutral,0.11024296654609449,True,0.22983976087586355,"[1] Score: 22.340
    Full Definition of SPRUCE. 1. a: any of a genus (Picea) of evergreen trees of the pine family with a conical head of dense foliage, flat or 4-sided needles, pendulous cones, and soft light wood b: any...

[2] Score: 21.910
    The noun SPRUCE has 2 senses: 1. light soft moderately strong wood of spruce trees; used especially for timbers and millwork. 2. any coniferous tree of the genus Picea. Familiarity information: SPRUCE...

[3] Score: 21.236
    Description: 1  White spruce is a medium-sized conifer found in northeastern United States and throughout Canada. It is the state tree of South Dakota. White spruce has a cone-shaped crown, and when g...

[4] Score: 21.134
    The white spruce is a large coniferous evergreen tree which grows normally to 15 to 30 metres (49 to 98 ft) tall, but can grow up to 40 m (130 ft) tall with a trunk diameter of up to 1 m (3.3 ft).The ...

[5] Score: 21.124
    Spruce Pine is an evergreen tree with a medium-fine texture and a medium to fast growth rate. Needles are dark green, two per fascicle, spirally twisted, and 2 to 4 inches long. Cones are brown, up to...","2001934,4016930,8128796,2354947,3880944"
1117099,what is a active margin,5,factoid,Neutral,0.4912280701754385,Neutral,0.062108513704952885,False,0.22835217741180575,"[1] Score: 26.932
    Best Answer: An active margin is a tectonic plate boundary, a passive margin is a compositional transition within a tectonic plate. As you probably know the theory of plate tectonics posits the outer ...

[2] Score: 26.244
    An active continental margin refers to the submerged edge of a continent overriding an oceanic lithosphere at a convergent plate boundary by opposition with a passive continental margin which is the r...

[3] Score: 25.470
    An active plate margin is an actual plate boundary, where oceanic crust and continental crust crash into each other. Active plate margins are often the site of earthquakes and volcanoes. Oceanic crust...

[4] Score: 25.439
    Active continental margin: A continental margin that has a very narrow, or even nonexistent, continental shelf and a narrow and steep continental slope that ends in a deep trench instead of a continen...

[5] Score: 24.877
    An active continental margin is found on the leading edge of the continent where it is crashing into an oceanic plate. An excellent example is the west coast of South America. Active margins are commo...","6122722,8446505,3543106,8093934,8446501"
1124210,tracheids are part of _____.,5,other,Neutral,0.5131578947368421,Neutral,0.05768494150752342,False,0.22833713449774623,"[1] Score: 24.062
    The xylem tracheary elements consist of cells known as tracheids and vessel members, both of which are typically narrow, hollow, and elongated. Tracheids are less specialized than the vessel members a...

[2] Score: 23.995
    Tracheids and vessel members are referred to as tracheary elements. Phloem vascular tissue contains parenchyma and has two types of cells that assist in the transport of food: sieve-tube members and s...

[3] Score: 23.907
    Its major components include xylem parenchyma, xylem fibers, tracheids, and xylem vessels. Tracheids are one of the two types of tracheary elements of vascular plants. (The other being the vessel elem...

[4] Score: 23.503
    Difference Between Tracheids and Vessels In plants xylem and phloem are the complex tissues which are the components parts of conductive system. In higher plants xylem contains tracheids, vessels (tra...

[5] Score: 22.999
    Tracheids and vessel elements form tube-shaped structures that provide pathways for water and minerals to travel from the roots to the leaves. While tracheids are found in all vascular plants, vessels...","2728448,2089544,8026737,8026735,2494577"
130510,definition declaratory judgment,3,definition,PRF-Benefit,0.7142857142857143,Strong-Benefit,0.032981782837968876,False,0.2189069988494733,"[1] Score: 27.604
    A declaratory judgment is one which simply declares the rights of the parties, or expresser, the opinion of the court on a. question of law, without ordering anything to be done....

[2] Score: 26.650
    Declaratory judgments are judgment of a court in a civil case that declares the rights, duties, or obligations of each party in a dispute. However, a declaratory judgment does not order any action or ...

[3] Score: 26.635
    Wiktionary (0.00 / 0 votes) Rate this definition: declaratory judgment (Noun). A ruling of a court in a civil case which declares the rights, duties, or obligations of each party in a dispute, but doe...

[4] Score: 26.484
    A declaratory judgment, also called a declaration, is the legal determination of a court that resolves legal uncertainty for the litigants....

[5] Score: 25.234
    The declaratory judgment is generally considered a statutory remedy and not an equitable remedy in the United States, and is thus not subject to equitable requirements, though there are analogies that...","8612910,799647,8612903,8612909,8612904"
168216,does legionella pneumophila cause pneumonia,5,other,Neutral,0.4605263157894737,Neutral,0.0,True,0.21578947368421053,"[1] Score: 27.115
    Legionella pneumophila is the bacterial type that causes the pneumonia known as Legionnaires' disease. Other bacteria types that can cause pneumonia include the bacteria that cause so-called atypical ...

[2] Score: 26.955
    Legionella pneumophila is the bacterial type that causes the pneumonia known as Legionnaires' disease. Other bacteria types that can cause pneumonia include the bacteria that cause so-called atypical ...

[3] Score: 25.957
    Several types of bacteria, including Legionella pneumophila, Mycoplasma pneumoniae, and Chlamydophila pneumoniae, cause atypical pneumonia. It is sometimes called walking pneumonia and is referred to ...

[4] Score: 25.929
    Legionnaires' disease is a severe, often lethal, form of pneumonia. It's caused by the bacterium Legionella pneumophila found in both potable and nonpotable water systems. Each year, an estimated 10,0...

[5] Score: 25.878
    : pneumonia that is caused by a bacterium of the genus Legionella (L. pneumophila), that is characterized initially by symptoms resembling influenza (as malaise, headache, and muscular aches) followed...","3830857,1381477,8723467,1301467,8185135"
1103812,who formed the commonwealth of independent states,7,factoid,PRF-Hurt,0.3333333333333333,Moderate-Hurt,0.04914480430564483,False,0.2063245883889246,"[1] Score: 25.379
    …Belarus, and Russia formed the Commonwealth of Independent States, which was then joined by eight other former republics of the defunct Soviet Union....

[2] Score: 25.330
    commonwealth of independent states The Commonwealth of Independent States (CIS) was established on December 8, 1991, in the Belovezh Accords, which also brought an end to the Soviet Union....

[3] Score: 24.761
    Commonwealth of Independent States an alliance made up of states that had been Soviet Socialist Republics in the Soviet Union prior to its dissolution in Dec 1991. A) Events of the Cold War. B) Action...

[4] Score: 24.333
    The Commonwealth of Independent States (CIS) is the international organization, or alliance of countries that used to form the Soviet Union. On December 8 1991, leaders of Russia, Belarus, and Ukraine...

[5] Score: 23.994
    Signing of the agreement to establish the Commonwealth of Independent States (CIS), 8 December 1991. In March 1991, Mikhail Gorbachev, the president of the Soviet Union, proposed a federation by holdi...","8220086,8220089,3940091,8220085,8220087"
489204,right pelvic pain causes,4,other,PRF-Hurt,0.3972602739726027,Moderate-Hurt,0.012828754639900878,True,0.2062273922669193,"[1] Score: 23.708
    Causes of Right Hip Pain. Due to the close proximity of organs in the abdominal and pelvic cavity, it is not always possible to isolate a specific organ when pain occurs at a particular region. Theref...

[2] Score: 23.537
    Problems with pelvic organs can also cause right or left lower quadrant tenderness. These organs include the ovaries and fallopian tubes. The most well known type of point tenderness is McBurney’s poi...

[3] Score: 23.305
    This type of pain may be a warning that something is wrong. Some causes of acute pelvic pain include: An infection of your uterus, fallopian tubes, or ovaries; this condition is called pelvic inflamma...

[4] Score: 23.057
    Causes of Pain on the Right Side of the Waist Pain along the waist line may be caused by abnormal function of any of the organs in the pelvic region of the body. Depending on the cause of the problem,...

[5] Score: 23.027
    Acute (or sharp) pain starts suddenly and often has a single cause. This type of pain may be a warning that something is wrong. Some causes of acute pelvic pain include: An infection of your uterus, f...","1778458,5541650,855963,7116533,2268652"
47923,axon terminals or synaptic knob definition,6,definition,Neutral,0.4375,Neutral,0.032981782837968876,False,0.19819271313518758,"[1] Score: 25.369
    Axon terminals (also called synaptic boutons) are distal terminations of the branches of an axon. An axon nerve fiber is a long, slender projection of a nerve cell, or neuron, that conducts electrical...

[2] Score: 24.565
    axon terminal = synaptic end bulb - The swollen or knob-like distal endings to the terminal branches of axons (and axon collaterals) which house the secretory components of the neuron; the site of syn...

[3] Score: 24.142
    Axon terminals refer to the axon endings that are somewhat enlarged and often club-or button-shaped. Axon terminals are that part of a nerve cell that make synaptic connections with another nerve cell...

[4] Score: 24.138
    Axons usually have thousands of terminal branches that each end as a bulbous enlargement called a synaptic knob or synaptic terminal. Synaptic knobs contain several membrane-bounded synaptic vesicles ...

[5] Score: 24.117
    Axon terminals are that part of a nerve cell that make synaptic connections with another nerve cell or with an effector cell (e.g. muscle cell or gland cell). Axon terminals contain various neurotrans...","618556,4297620,6241150,8641107,6241152"
1133167,how is the weather in jamaica,6,factoid,Neutral,0.4757281553398058,Neutral,0.06473999558943205,False,0.19560473609985055,"[1] Score: 28.038
    Weather. Jamaica averages about 80 degrees year-round, so climate is less a factor in booking travel than other destinations. The days are warm and the nights are cool. Rain usually falls for short pe...

[2] Score: 27.956
    The climate in Jamaica is tropical and humid with warm to hot temperatures all year round. The average temperature in Jamaica is between 80 and 90 degrees Fahrenheit. Jamaican nights are considerably ...

[3] Score: 27.893
    Temperature, rainfall, prevailing weather conditions, when to go, what to pack. In Jamaica the climate is tropical, hot all year round, with little difference between winter and summer (just a few deg...

[4] Score: 27.887
    See also the US version (°F - inches - feet) In Jamaica the climate is tropical, hot all year round, with little difference between winter and summer (just a few degrees). Even in winter, the maximum ...

[5] Score: 27.850
    Climate for Jamaica. At just 10 metres above sea level, the land temperature in Jamaica is warm throughout the entire year. You can expect temperatures to be lowest in January through February, with a...","4922619,434125,434121,3023120,7217705"
146187,difference between a mcdouble and a double cheeseburger,8,other,PRF-Hurt,0.2285714285714285,Strong-Hurt,0.01556580899443689,True,0.19479775216920336,"[1] Score: 25.555
    There is a discernible difference between the two burgers, especially in the meat quality. The McDouble contains gristle and carry's a different flavor than the Double Cheeseburger. The double cheeseb...

[2] Score: 25.192
    At first glance, the double cheeseburger looks a lot like the McDouble, but it is not exactly the same thing. The main difference that you will notice is the amount of cheese that is on this sandwich....

[3] Score: 24.286
    The McDouble is listed as a slice of American cheese between two 100% beef patties, topped with pickles, onions, ketchup and mustard. mcdonalds.com. The Double Cheeseburger is listed as two slices of ...

[4] Score: 23.402
    There are many items that can be purchased at McDonald's for just $1, really, just check their dollar menu ! Here's a tip that not everyone knows... a McDouble from the McDonalds Dollar menu is the sa...

[5] Score: 23.333
    But I did it for you. With McDonald's recent release of the McDouble, they now have three basic, sub-$2 cheeseburgers: the cheeseburger, McDouble (two patties with one slice of cheese), and double che...","8434623,8434619,8434624,4777144,8434626"
527433,types of dysarthria from cerebral palsy,6,other,Neutral,0.4545454545454545,Neutral,0.026384189866681305,True,0.18873549412849078,"[1] Score: 27.289
    There are three major types of dysarthria in cerebral palsy: spastic, dyskinetic (athetosis) and ataxic. Speech impairments in spastic dysarthria involves four major abnormalities of voluntary movemen...

[2] Score: 23.668
    Dysarthria is a feature of many neurological diseases including cerebral palsy, stroke, traumatic brain injury, Parkinson s disease, Amyotrophic Lateral Sclerosis (ALS) and multiple sclerosis. Dysarth...

[3] Score: 23.406
    Dysarthria is caused by damage to the brain. This may occur at birth, as in cerebral palsy or muscular dystrophy, or may occur later in life due to one of many different conditions that involve the ne...

[4] Score: 22.129
    Athetoid dyskinetic cerebral palsy is a non-spastic, extrapyramidal form of cerebral palsy. Dyskinetic cerebral palsy can be divided into two different groups; choreoathetoid and dystonic. Choreo-athe...

[5] Score: 21.993
    Dysarthria is a motor speech disorder. It results from impaired movement of the muscles used for speech production, including the lips, tongue, vocal folds, and/or diaphragm.The type and severity of d...","8617271,5466810,1379245,3294599,5466807"
